Year,Movie Title,movie,formatted_name,top_critics,_merge
2019,Little ,Little ,little_2019,"[""When the film is funny, it's hilarious, but the comedy is too spread out, and not even the central performances can save it."", ""I liked it, but it's also not that great."", 'Little is mostly a charming comedy with a killer soundtrack and heart to spare.', ""While it's funny, it also touches on important questions such as how our behaviour towards others can come back to bite us. Martin, 14, is a revelation."", ""There are many sequences that are funny and winsome on their own, but as a movie, it doesn't cohere."", 'Little ends up being the little (ha!) film that could and injects itself with enough heart and humor to keep you curious and intrigued for its entire runtime.', ""It's enough to make me guardedly recommend the film. But, nonetheless, Little is no Big."", 'The cheerful action offers several moments of snappy comedy but feels largely forced; the road to the happy ending is long and narrow.', ""The film is cute enough, even if key ideas aren't especially novel: it's lonely at the top; we need to connect with our inner child; everyone is insecure as a teenager."", 'Deeply contrived, narratively flawed and criminally mirthless high concept comedy.', '""Little"" is essentially a one-joke movie, but Martin is so charming as a mini tyrant that it gives the joke legs.', ""She's funny, she has good comic timing...but it's grating at length, and this is very much at length...the concept burns itself out too quickly."", 'As many times as I tried to get onboard with its proposed brand of breezy fun, it kept kicking me off, if only because I found myself running up against the very foundation of its premise.', ""Instead of seeing the world through a child's eyes, little Jordan continues to see it through the filter of big Jordan's psyche. Worse than a disappointment, that's a betrayal of the original premise."", ""Little is a big case of missed opportunities left to rot in the sun, the resulting stench so heinous here's hoping I'll never have to smell their like again anytime soon."", 'Little is a star vehicle that its actors elevate beyond being Big in reverse; I just wish that the material could elevate its stars, too.', 'Given a premise that is novel but not new, a script that is worthy but not stellar and a location that is overused, the cast succeeds regardless.', 'The film is generally at its best when [Regina Hall] is on screen, behaving at her nastiest.', 'It becomes very tiresome very quickly. And, no, the film\'s central message, that it\'s important to, like, ""be yourself"", doesn\'t help.', 'Like most Hollywood movies that pretend to question the values of the filthy rich, ""Little"" implicitly endorses them.']",both
2019,The Standoff at Sparrow Creek,,,,left_only
2019,Child's Play ,Child's Play ,childs_play_2019,"['I think they made a lot of good reasons for this [remake] to exist.', 'Overall, this is a fun 90 minutes, if you are into this sort of thing.', ""At the very least, it achieves the baseline desire of a horror reboot: it's fun, it's scary, and it doesn't trample all over a legacy."", ""Even Aubrey Plaza and the voice of of Luke Sywalker (OK, it's Mark Hamill) as devil doll Chucky, can't save this botched reboot."", ""Aimed squarely at the late-night Friday night crowd, in its own right Child's Play 2019 is unexceptional."", '""Child\'s Play"" is good humored and gratuitously gory but feels rushed, and oddly contained to its small world.', ""This oddball blend of '80s nostalgia and contemporary humor never quite lands the smart-scary balance in its sights."", ""The design of the Chucky doll is underwhelming. The film's emphasis on over terror oftentimes works against its best interests."", 'The violence is OTT but rarely feels cheap because the tone is so knowing.', 'This playful reboot of the 1988 horror comedy relaunches the Chucky series, gently twisting its central conceit to reflect more contemporary anxieties.', 'Who would have guessed that a ""Child\'s Play"" film would leave us with less popcorn-rattling jump scares and more existential questions about the role of Alexa in our lives?', ""This goes up there with the reboot of Poltergeist and Pet Sematary as features you won't remember were remade in a few years."", 'Chucky 2.0 lacks the sinister menace of the original, but the new movie is still a winner in large part thanks to a strong lead performance from Gabriel Bateman, and a highly enjoyable blend of camp and violence.', ""There's a throwback retro-gore charm to it...much better than I expected. I enjoyed myself, watching it breathe new life into this."", ""Better than I thought it was going to be. The performances are, for the most part, strong, and it has a fun 80s vibe to it...I certainly didn't hate sitting in the theater."", ""Although Child's Play is only 90 minutes long, it's one of those movies where you check your watch so often you think it has stopped."", ""The new Child's Play isn't completely irredeemable, but it's a shell that ultimately doesn't have that much personality, whether it's that of a serial killer or a baby robot."", 'While the movie initially features modestly clever wrinkles, the satirical and technology-inspired elements recede as the conventional slasher bits take over.', ""It's a toothsome turn from Hamill, who knows a thing or two about infantilised villainy, having voiced the Joker in Batman: The Animated Series."", ""It's silly, even nigh nonsensical, full of flat stock characters, plot non sequiturs, and a hand-wave-y take on technological dystopia that never manages to get above eye roll levels of sincerity. But it's also fun and funny.""]",both
2019,Greta (2018 film),,,,left_only
2019,The Aftermath ,The Aftermath ,the_aftermath_2019,"[""Knightley's character is - hello! - more sympathetic and sensual than in the novel, while Clarke's is more one-dimensional, to the point of caricature."", ""It does not achieve the emotional resonance that it's looking for, but Keira Knightly does wear some great dresses."", 'A shallow excuse for attractive actors to get their kit off.', ""When all of these various plot strands do finally collide they do so with a heavy-handed thud that's both obnoxiously coincidental as well as being emotionally disingenuous."", ""The film aspires to be an epic romance but the qualities necessary to make it soar aren't in place. Instead, it's a curiosity for history buffs and those who enjoy middling period piece melodramas."", ""Its moves are telegraphed to anyone who's ever seen a stately period romance, and its handsome production can't overcome its myriad clichés."", ""The Aftermath wants to be a great war romance, but it's stuck inside of Hamburg with the Casablanca blues again."", '""The Aftermath"" is a lot of pretty mush. Or, rather, it\'s like suds; its lovely bubbles pop, leaving nothing behind.', ""From the moment Rachael and Stefan look into each other's eyes while we roll OUR eyes, The Aftermath is a runaway train of cornball cliches."", 'A soapy wartime melodrama with a disturbing whiff of both sides-ism.', ""It's an enjoyable deviation from the typical war story, but if there were more layers of warmth and stronger emotional connections between the characters, it could have built to a more satisfying conclusion."", 'Unfortunately, a weak screenplay co-written by Anna Waterhouse and Joe Shrapnel (what a pen name) drags everything down as the film takes a page from every illicit historical romance in history.', 'From the title on down, most of the drama in The Aftermath seems to have already happened off-screen.', 'I kept thinking of Donald Duck\'s nephews: For all its noble intentions, ""The Aftermath"" is dewey, gooey and, even with its moments, hooey.', 'There\'s a ripping good story buried somewhere in ""The Aftermath,"" an intriguing but ultimately disappointing story set in the rubble of post-World War II Germany.', 'The movie is both ridiculous and enjoyable.', 'There\'s nothing wrong with ""Aftermath,"" but for one strange and nagging thing: To watch it is to want to be far away from its world and everyone in it.', ""I left with endless troubling questions unanswered. The melodrama turned shallow. I loved the beauty and tenderness, but I didn't believe The Aftermath."", ""The aftermath of WW2 is a resonant topic that is totally botched here. What's left is soap opera, leaving suds that even the stellar Knightley, Skarsgård and Clarke can't rinse off their performances."", 'An emotionally constipated movie about emotional constipation.']",both
2019,Crawl ,Crawl ,crawl_2019,"[""It's really fun, exciting, and does exactly what it needs to do."", 'Crawl could really do with some sense and structure to go along with all these earnest emotions.', 'Perfectly good, if disposable, popcorn entertainment...', 'Aja gleefully embraces the imperative of every horror film - that the dispensable characters have to die horribly so that we understand completely the consequences for the protagonists.', ""Crawl benefits from its economical 87-minute runtime, but as a genre piece it's perhaps more skin than muscle."", 'Note perfect, impeccably timed, thrillingly stressful, brilliantly cinematic, inventively gory, and under 90 minutes.', ""Crawl isn't Jaws, any day of the week, but it's crunchy Friday-night nonsense that knows what it's doing."", ""Outside: that is the weather. Inside: it is the swishy, corrugated, murder-eyed mega-lizards, CGI'd so skilfully they look more real than the real."", ""if you don't want to gasp and groan and wince and jump your way through all the pain and terror, and to feel the frustration of rising waters, circling reptiles and snapping teeth - then caveat emptor. The rest of us will be just fine with it."", ""There hasn't been a decent croc movie since 1999's Lake Placid and this is just the latest to lack, ahem, bite."", ""As a mindless summer horror diversion, Crawl is watchable if rarely all that thrilling. The movie's far from toothless, yet often substitutes easy scares for any real substance, and suffers for that."", ""For viewers seeking summertime relief from the intellectual burden of superhero movies, there's this accidentally funny and numbingly literal action thriller."", ""Though not a patch on Lewis Teague's charming Alligator, a steady dose of more action-thrillers like this may help send comic-book carcinoma into remission."", 'Crawl is lean, mean fun, and in a summer of overwrought art-horror and mean-spirited studio remakes of indie faves, this classic, old-school creature feature is the cleansing bloodbath we need.', ""What's likable about Aja's new thriller, Crawl, is how the director pares down his indulgences into a fine, sharp point."", ""Crawl is not exactly an inventive film. But it doesn't have to be. It delivers on what it promises, and not many big-studio movies this year can claim the same."", ""It's toothless despite its alligator antagonists, not least because it never bothers linking its premise - a category 5 hurricane in Florida that causes a flood - to the existential threat hastening such extreme weather events in the first place."", 'Crawl would look pretty good in just about any season. In this one it positively glows.', 'Like the apex predators slithering at the center of it all, it gets the job done once it lets is more brutal, primal instincts take over.', ""Crawl is dumb genre fun, but it's not too dumb... If any one thing holds back this modest, skillfully made potboiler from true B-movie glory, it's the human drama.""]",both
2020,The Owners ,The Owners ,the_owners_2020,"[""Williams and her contemporaries are excellent. The senior actors do, however, steal the show. It's lovely to see both having such a disreputably good time."", 'Berg, who has worked mostly in French TV and makes his feature debut here, has a knack for ratcheting up suspense and finessing the technicalities in order to maximise the creepiness.', 'From this chaotic clash between different classes and generations, a genre-distorted picture emerges of contemporary Britain where property is in the hands of senior citizens, and the have-nots are forced to keep living with their elders.', 'An aptly gross-out, even amusing horror movie that comes with a satisfying (albeit a now-formulaic) twist.', 'The Owners proves a nasty, if not exactly credible, thriller.', 'Tense, uneasy and brutal, escalating from the creepy to the ludicrous over the course of 92 deliberately unpleasant minutes.']",both
2020,The Midnight Sky,The Midnight Sky,the_midnight_sky,"['The Midnight Sky shines with Clooney\'s deep and abiding belief in the human condition, in compassion, in ... ""redemption"" is the wrong word, too Catholic. Rather, in connection, even if it is brief, even if it is seemingly one-sided.', 'The two-hour running time seems like two years as it drags on indefinitely.', 'This is an odd movie overall. The pacing is slow - in the space sequences I started wishing for Darth Vader to turn up - and the music, by dual Oscar winner Alexandre Desplat, is overbearing.', 'The Midnight Sky is a good example of a movie that sells itself short by trying to be one thing -- serious, heavy, emotional -- when, by all available indicators, it should be more of a thriller, or more ridiculous, or at the very least more fun.', 'A beyond-bleak post-apocalyptic thriller, the sci-fi film reaches a reasonably satisfying finish, but follows an uneven orbit in getting there.', ""George Clooney stars in this space parable that starts out well, then goes adrift. I felt like I'd seen it before, such is the familiarity of its plot points and its most ambitious action scenes"", ""But my heartstrings were still tugged, and even if the contrivances required to bring things to a conclusion are a little obnoxious, I can't work up the energy to get bent out of shape about it."", ""It may seem appropriate that a space epic is short on atmosphere (sorry), but that pun doesn't help sustain attention during the uninteresting crises and unsurprising traumas."", 'Clooney, who directs here, generates neither pulse nor point. His film has some visual flair, but too few emotionally engaging moments. ""The Midnight Sky"" is mostly a dull affair.', 'The Midnight Sky looks beautiful... But once the stakes are established, the film struggles to fill the rest of its time.', ""The sleek sci-fi visuals occasionally elevate it, although more often it's just a bit of a slog."", ""At its best, the film shimmers with a thoughtful, poetic moodiness. At its worst, it's pretty damn slow."", ""Clooney's space drama looks lovely but lacks drama and tension."", ""The film's themes of extinction and survival are worthy of thoughtful treatment, something that eludes the ambitious movie as it succumbs to a schematic and sentimental telling that overreaches for a grand gesture and obscures the more meaningful ideas."", 'If it were just half as slow, ""Midnight Sky"" would be half as long and twice as good.', ""You want your money back, but it's on Netflix."", '""The Midnight Sky"" unfolds across several timelines, yet none of them register on a human or a basic storytelling level. It\'s like the apocalypse arrived and nobody bothered to put up a fight.', ""In making this film, Clooney has accomplished something rare and unusual in today's cinema - an epic science fiction motion picture that focuses on characters and ideas."", ""It's a carefully balanced movie that gives as much time to human connections, loss, regrets and hope in the small moments as it does to what we reveal of ourselves when survival is at stake."", ""The film's conclusions are simple, but worthy of the drama: life carries on if it can, and thus ideally so does some sense of ourselves, whatever meager or profound contribution we made to the world - or beyond.""]",both
2020,The Secret: Dare to Dream,The Secret: Dare to Dream,the_secret_dare_to_dream,"['""The Secret: Dare to Dream"" wants to remind us of those bland, coastal Nicholas Sparks romances where white, pretty people don resort wear to take walks on beaches and barbecue shrimp together.', 'If you\'re looking for 107 minutes of utter pabulum disguised as a motion picture with characters and a plot, well, you should ""Dare to Dream"" no more.', ""It's otherwise an admirably mellow experience... But zoomed out just a bit, Dare to Dream reveals more insidious dimensions."", ""You won't derive much inspiration from The Secret: Dare to Dream besides some unintentional laughter to briefly brighten your day."", 'The Secret: Dare to Dream at best feels like a tepid distraction even for those receptive to its blueprint, far from the stuff that dreams are made of.', '""The Secret: Dare to Dream"" is innocent and innocuous enough to make Nicholas Sparks look like David Lynch.', 'Once you start this film, you might not want it to end.', ""It's the sort of movie in which kids express their desire for a pepperoni pizza during a torrential storm, and a few seconds later a pizza deliveryman miraculously appears at their front door."", '""The Secret: Dare to Dream,"" a romantic drama about the power of magical thinking, may not be the worst movie of 2020, but it has to be the dopiest.', ""It's a frothy, forgettable translation of the hit book that takes its central belief system and uses it as the basis for a vaguely magical romantic drama for moms."", 'Whoever put the new film ""The Secret: Dare To Dream"" on their vision board should be locked up.', ""Littered with confounding clichés and hokey devices, it's the exact inverse of what a passionate romance should aspire to be, let alone one preaching the power of positivity."", 'The film becomes so bad that no amount of positive thinking - as recommended by Rhonda Byrne\'s 2006 mega-selling nonfiction book ""The Secret,"" from which this narrative film is drawn - can save it.']",both
2020,All the Bright Places ,All the Bright Places ,all_the_bright_places,"['Its pure beating heart and humanistic undertones make it somewhat of a standout.', 'A refreshingly sober spin on YA romance.', 'Elle Fanning and Justice Smith are gorgeous together and have lovely chemistry.', ""There's messaging inserted near the start of the end credits for those who might be affected by the themes raised. But it doesn't negate what comes before it: a film that lingers briefly in the deep end but remains disappointingly shallow."", 'Though it\'s not without humor, ""All the Bright Places"" takes teens\' emotions seriously and will move romantics of any age - in possibly unexpected ways.', 'Smith and Fanning bring thoughtful performances to this delicate tale.', 'In the grand scheme of YA films, ""Bright Places"" is top-shelf.']",both
2020,After We Collided,After We Collided,after_we_collided,"['A series of half-digested movie tropes regurgitated by Google Rom-dram.', 'American ""Afternators"" will no doubt be similarly pleased with this slightly campier continuation of the series. For everyone else, however, there\'s not enough innovation to make the second installment a worthwhile jumping-on point.', 'Too moronic to work as a serious romantic drama and too boring to work as straightforward sleaze.', '""After"" was merely awful. ""After We Collided"" is atrocious.']",both
2020,Shirley ,Shirley ,shirley_2020,"[""Shirley Jackson's life is adapted to a movie that's as complicated and interesting as the author's writing."", ""Despair, desire, and madness are all entangled in Josephine Decker's Shirley..."", ""A look at the very morose Shirley Jackson (Elisabeth Moss), presented in a way that mimics the famed fiction author's horror writing..."", 'The film is so performatively uncomfortable in its own skin that you may find it struggles to worm its way under yours.', 'Shirley is sensuous and beguiling, an act of pure witchcraft.', ""There are heavy dollops of Who's Afraid of Virginia Woolf? here, but without the campy histrionics."", ""I'd rather see something aim high and fall than just play it straight...with a great and weird and haunting soundtrack and a fantastic performance..."", 'Together, Moss and Stuhlbarg epitomise a very horrible masculine and feminine mystique.', ""Don't trust me is the message - one underlined by the cutting of the film, meant to make you lose your footing. And then there is Moss, teeth and intellect bared in a snarl, as ever in an acting category all of her own."", ""Through all the film's fictionalised, domestic delirium, Decker tells a story of female artistic power."", 'Part psychological horror, part erotic thriller, with none of the conventions of a biopic, Shirley will keep you enthralled (and guessing) until the very last second.', ""A bewitching - if discordant - attempt to bottle the atmosphere of Jackson's particular genius."", ""It's a flawed mistress-piece. I can't wait to watch it again."", ""Decker and Gubbins zig just where you might expect them to zag - but for all their departures from fact, they're not bold enough to give the tale quite the kind of vicious twist Jackson herself could be counted on to deliver."", ""It's the performances that save this movie for me. It has a very unique style of cinematography that sometimes grated on my nerves, but I think that was the intended outcome."", ""There's something magical watching Moss weave her incisively ferocious spell."", ""The details are smudged and fudged, but Shirley unpacks the crux of one of the 20th century's great writers, evoking not just her life but the existential terror that she and women like her were always facing, and still do."", ""Decker's filmmaking is often dreamlike, but her storytelling has a cruel bite of reality to it-just as Jackson's writing did decades before."", ""It's easy to admire the performances without feeling like the journey adds up to much. While Moss captures the complexity of Shirley's personality, the movie sheds scant light on the underlying why of it all."", 'The movie feels not a little like ""Who\'s Afraid of Virginia Woolf?"" with a literary George and Martha tormenting each other for fun.']",both
2020,Sound of Metal,,,,left_only
2020,"Love, Guaranteed","Love, Guaranteed",love_guaranteed,"['If likability is a trait you value, ""Love, Guaranteed"" delivers the undemanding pleasure of watching two fundamentally decent people tumble into fondness and then love.', 'It is sufficiently harmless and blandly cozy, like a Hallmark Channel movie that somehow broke loose and found its way to Netflix.', 'Before anyone pulls out the ""guilty pleasure"" card - no. There is zero pleasure here, no matter how low your bar is currently set. Only pain. So much pain.', 'Its successes are due in large part to Cook who, donning a vast array of snug fall coats, is endearing as a willful working woman with a new crush.', ""Passably entertaining, a silly and forgettable but mostly charming diversion that should see other '90s has-beens clamouring for their own star vehicles.""]",both
2020,Sniper: Assassin's End,Sniper: Assassin's End,sniper_assassins_end,[],both
2020,Money Plane,Money Plane,money_plane,"['In the history of dumb ideas, few have been stupider than the Money Plane.']",both
2021,Diary of a Wimpy Kid ,Diary of a Wimpy Kid ,diary_of_a_wimpy_kid_2021,"[""It's the little dramas that are the meat of it, and Kinney's script is particularly brilliant when it comes to capturing the petulance and cruelty with which hurt children can lash out at their friends."", 'Incarnated in gently bulbous, digitally smooth form, our hero, Greg Heffley (voiced by Brady Noon), runs through a good-natured medley of misadventures over 56 episodic minutes.', 'While the wholesome-minded product feels a tad redundant, it establishes its own identity, improving upon its cinematic predecessor enough to make it a worthwhile watch.']",both
2021,Spiral ,Spiral ,spiral_from_the_book_of_saw,"[""I like being scared; what I don't particularly like is being grossed or winced out."", 'I have to admit, I liked this film...and a great opportunity to get back into a theater.', 'Director Darren Lynn Bousman, on his fourth Saw film, keeps things fresh while also nodding, via the pig mask and a scene involving handcuffs and a hacksaw, to where it all began in 2004.', 'In trying to save itself, the Saw series got caught in a convoluted trap of its own making.', 'Here you have really good actors in a really mediocre movie.', ""I was just happy watching Chris Rock having fun in this movie, even if I wasn't really having fun watching people get their limbs torn off."", 'The film conveys no coherent message, except as a warning to makers of mash-ups: throwing an unusual set of ingredients into the blender may be a way of creating something fresh, or it may simply result in an indigestible stew.', 'An earnest, overproduced piece of Saw fanfiction without the cheap thrills.', 'If Saw ever had its day, the sun has long since set on it. There seems to be little point in exhuming it for a new generation.', 'Even the ""torture porn"" murders have lost their gross-out value, and are now just brutal and kitsch.', ""Spiral's too-restrained storylines here are clearly an unfortunate side effect of its ambitions toward a more venerated generic bent..."", ""No matter who the killer is targeting with his latest schemes, it's Rock who's the victim here, and he does not escape unharmed."", 'If the title implies a certain motion, the main direction the movie heads is essentially down the drain.', ""It's hammy and predictable, where it should be lean and nasty."", ""It can't decide whether it wants to be a horror movie attached to a police procedural, a police procedural attached to a horror movie, or a Bulgarian knock-off of Law and Order: Special Hostel Division."", 'Spiral: From the Book of Saw is more frustrating than the average mediocre horror sequel because you can easily decipher the wasted opportunity up there on the screen.', '""The last three traps weren\'t gory enough"" feels among the more depressing critical judgements I\'ll ever bestow.', 'Spiral: From the Book of Saw is a mixed bag of gruesomely bloody tricks.', ""The Spiral team gets the traps right, but that's about it. A hugely disappointing installment loaded with so much untapped potential."", 'Spiral returns to the roots of the franchise, with its Se7en-like grungy aesthetic and grisly murders that nourish the cravings of extremity horror hounds.']",both
2021,The Birthday Cake ,The Birthday Cake ,the_birthday_cake,"[""Given its meandering script and absurdly grand guignol ending, it's astonishing that The Birthday Cake could attract such a starry cast."", 'No matter how you slice it, this star-studded mob film still seems undercooked.', ""Giannopoulos might be inexperienced, but he's canny with mood and unafraid to experiment with the rhythms of violence. I, for one, am keen to see what he does next.""]",both
2021,Wrong Turn ,Wrong Turn ,wrong_turn_2021,"['Wrong Turn finds its agile equilibrium in the balance between being a film of ideas and a film with a body count.', ""Efficient and enjoyable. A couple of horrifying and haunting moments. The whole thing doesn't make any sense at all, and it scores zero points for originality, but it has a really haunting final shot and it does exactly what it set it to do."", ""Wrong Turn has some decent booby-trap business but can't find enough that is different to enliven the weary concept. But for the horror hardcore, keep watching once the credits roll."", ""Just because the film takes itself too seriously doesn't mean a viewer has to."", ""It's a bit silly and queasy, but the narrative motor keeps humming."", '[Wrong Turn] is a brutally uncompromising descent into unflinching terror that kept me on the edge of my seat.', 'McElroy and Nelson evolve Wrong Turn into a bizarre, winding odyssey, albeit with a lot more on its mind than just a cool kill.', 'This new update shares commonality with the franchise in name only, opting instead to create a tonally-confused road trip into the unpredictably bizarre.']",both
2021,Licorice Pizza,Licorice Pizza,licorice_pizza,"['... As perversely delicious as its title.', 'Really stands up alongside (Anderson’s best work). It feels authentic for the time, and gives us a new star in Cooper Hoffman ', 'Licorice Pizza, like Phantom Thread, is a study of magnetic human connection that isn’t necessarily good for either party — but then, magnetic human connection rarely thinks that way, or thinks at all. ', 'It’s a joy, and the sort of film that like a great LP -- it’s named after a Californian record store -- you’ll want to play over and over.', 'Theres a looseness  a dreaminess, an illogic  to how it all unfolds and meanders that is somehow still incredibly authentic.', 'The two leads, musician Alana Haim and Cooper Hoffman, each in their feature film debut, are remarkable.', ""Licorice Pizza takes an arm's-length embrace of nostalgia. Anderson doesn't turn a blind eye to reality-he heightens it, weighting it with meaning, reflecting the romance of hindsight and adolescent abandon."", ""One thing I really like about this movie is the way it's structured, because it's meandering and it's loose [but] all these little moments, they feel like stories and anecdotes and memories that have been told and recounted many times."", 'Anderson and Haim, with her sharp-elbowed and funny yet soulful performance, capture the flailing, directionless condition of being a woman in her mid-20s.', ""This is a film carried by two people who've basically never acted before, but Anderson somehow knew that they could, and neither hits a false note in over two hours. It's a star-crossed love story à la Harold and Maude minus the tragedy."", 'This film - which is as sprawling as the Valley it tries to capture - will command a second (and third) watch.', ""Gary is played by Cooper Hoffman, the teenage son of the late Philip Seymour Hoffman -- and he's captivating, full of chutzpah and with such a good, imperfect, real face."", ""Like any LP worth its salt, this is one where you'll want to be dropping the needle on over and over again."", 'The twists and turns in the script seems desultory. That is, until you realise the whole point of Licorice Pizza is to demonstrate that most heterosexual adult males suck.', ""This is heady stuff, an evocation of the San Fernando valley in the early 70s, as personally nostalgic as George Lucas's American Graffiti, albeit with an insanely adventurous edge."", ""The fullest expression yet of a certain kind of narrative antipathy that has crept into Anderson's toolkit and almost overwhelmed his last outing, the frequently dreadful Phantom Thread."", 'One can scarcely imagine a more enjoyably chaotic way of welcoming in the new year. What a blast.', ""Such is the energy Anderson whips up, forever sending in chaos from the edge of the frame. The result is a giddy freewheel in which scenes never end how you or the characters expect, and what's coming next is anyone's guess."", 'The things in Licorice Pizza that are so good, like the performances from Haim and Hoffman and Cooper and the period fidelity, make you wish that the entire movie was just as good.', 'Looser and funnier than his recent efforts, sharper and more formally assured than his earliest films, this is Paul Thomas Anderson operating at full capacity. A master at work.']",both
2021,Penguin Bloom,,,,left_only
2021,Back to the Outback,Back to the Outback,back_to_the_outback,"['Gorgeous character design and some delightful voice performances elevate this uneven CGI romp in which a bunch of ""ugly"" Australian animals break out of a zoo and head for the outback.', 'The slapstick is seasoned with some dryly laconic jokes and a lot of wit has gone into the score, which ranges from surfing hits to Charles Aznavour.', ""There's just too little fresh creative passion here in a project that's sometimes sweet but also remarkably programmatic."", ""Clare Knight and Harry Cripps' film walks the walk well enough. But there's a funnier, more eccentric adventure underneath it all, straining to make its own return to the wild."", 'However generic this movie is in premise, there is wit to be found in its details, and warmth in its message.', 'The moral is clear as day to any kid, though plenty of adults could use the reminder: Never judge any creature by the way they look. And, for animation devotees, the lesson is the same: Never judge a cute animated offering by its platform.', 'The aesthetic of the animation is, like the script, rather nondescript, with boilerplate-looking gloss and shine - like any number of less memorable DreamWorks or Pixar productions.']",both
2021,Blue Bayou ,Blue Bayou ,blue_bayou_2021,"['An angry, passionate film from writer-director and leading actor Justin Chon.', 'Multi-hyphenate Justin Chon has crafted an impressive melodrama, rich in Louisiana atmosphere and with a timely message, but Blue Bayou is marred by its reliance on symbolism and sentiment.', ""Chon's directing choices are bold and sometimes interesting, but the screenplay - a big old overcooked melodrama that chucks in everything from a motorcycle chase to a terminal cancer subplot - is an almighty mess."", 'If Chon had pared his own script back, laid off the pathetic fallacies and nudged away his influences ...we might have had the drama the awful truth deserves.', 'This is, without doubt, the most overstuffed, overwritten movie of 2021.', 'A documentary would have better served the real-life adoptees who face this issue.', ""America's equivalent of the UK's Windrush scandal is the driving force behind this fierce heartbreaker..."", 'Although his story is rooted in the tougher realities of American society, Chon knows how to combine truth and beauty.', ""I sincerely hope that this is a film that we're talking about during awards season."", 'Vikander has never been better, and Chon is open and present, particularly so in the scenes with Kowalske.', ""Chon's ambitions are astonishing, but his bloated script needed an edit or two. It's a film written with big moments for big performances in mind, which is too painfully obvious as the film treads on."", 'The well-intentioned but emotionally overwrought ""Blue Bayou"" takes an underexplored issue - the deportation of immigrant adoptees - and lays the melodrama on so thick that it\'s suffocating to the senses.', ""The high points are devastating and show off Chon's empathetic storytelling. But at its ebb, the film tries to do too much at once, spilling every which way."", ""It's a lovely and heartrending piece of filmmaking."", '""Blue Bayou"" strikes a nerve, of that there is no doubt. But then it keeps poking at it, pointlessly.', 'Blue Bayou is designed to jerk tears out of a plainly tragic scenario, but all it does is expose the strings behind the puppets and the set.', 'Beautifully relaxed family scenes help us forgive the ponderous direction...', 'The lead performances are sterling.', 'Blue Bayou moved me a lot more than I expected or maybe even wanted it to.', 'A tale of intergenerational traumas and personal redemptions that is an emotionally complicated yet ultimately cathartic viewing experience']",both
2021,Mayday ,Mayday ,mayday_2021,"[""Filmmaker Karen Cinorre's initially provocative vision of misandrist vengeance at least makes Mayday worth a look."", ""It's an interesting cast and it's a beautiful film. Kind of falls apart by the end, but I liked it for a while."", 'Despite a strong ensemble of actors and some impressive photography, Mayday drowns inside its own overambitions.', 'This is a music video, not a film, with storytelling that neither shows nor tells.', ""Cinorre's opening is electrifying but its focus eventually wavers like a faraway radio signal."", 'For a film about misandrist revolutionaries, ""Mayday"" lacks the courage of its convictions - it sets up boogeymen as targets only to shoot them point blank, in broad daylight.', 'The film circles a thorny premise, which makes it all the more disappointing that it results in a conventional clinch.', 'A curious magical realism metaphor for feminist despair...', ""With no tension, no suspense and no dramatic engine behind this plunge through the looking glass, Cinorre's film feels less like a narrative than an incredibly polished advertising campaign..."", 'For viewers happy to go with the flow... this will be fun enough.', 'While the plot is not always entirely coherent, Mayday is strikingly styled and suffused with a punchy, militarised feminism.', 'Mayday seeks to examine the issues of gender, suicide, and youth through a thin fantasy lens, but it never finds a confident wavelength and meanders when it needs to be world building.', ""It's a shame that ambitious vision doesn't extend to its characters - where they're from, who and what they love, the real experiences that inform their resiliency."", 'Despite a rigid, smart setup, ""Mayday"" sloughs off its sharper elements with increasing regularity.']",both
2021,David Arquette,,,,left_only
